Titre,Lieu,Date,Description,Prix,Lien
A LOUER  (Annuelle) un appartement S2 meublé situé à Chatt Meriem-Sousse prés de la plage,"Akouda, Sousse",05/02/25,Description Référence Ref713a  A LOUER (Annuelle) un appartement S2 meublé situé à Chatt Meriem-Sousse prés de la plage   Type de bien  Appartement S2 meublé  	Localisation  Chatt Meriem Sousse à proximité immédiate de la plage 	Caractéristiques   		Entièrement meublé et équipé 		Emplacement calme et agréable idéal pour un cadre de vie confortable  Prix de location 1100dt/mois  Pour plus d’informations ou pour planifier une visite n’hésitez pas à nous contacter.  (216) 50 232 727 (216) 31 403 993,1 100 DT,https://www.menzili.tn/annonce/a-louer-annuelle-un-appartement-s2-meuble-situe-a-chatt-meriem-sousse-pres-de-la-plage-sousse-akouda-139313
Un duplex avec piscine presque fini à vendre 51355351,"Hammamet Nord, Nabeul",05/02/25,"Description #MS_IMMOBILIER met pour la #vente ce joli #duplex de style S+3  avec #piscine #jardin et #place_parking presque #fini à #Hammamet_Nord  Double vitrage, aluminium et matériaux nobles Chauffage central et des climatiseurs sont disponibles Document : Titre bleu Superficie terrain : 220 m² Superficie Couvert: 220 m² Prix : 780 MD #Négociable Réf : MH112 Pour plus d’informations contactez-nous sur 51355351",780 000 DT,https://www.menzili.tn/annonce/un-duplex-avec-piscine-presque-fini-a-vendre-51355351-nabeul-hammametnord-139312
Une ferme de deux hectares à vendre située à kalaa kbira bourra,"Kalaâ Kebira, Sousse",05/02/25,"Description Agence Basma Immobilière ❤ ❤ vous propose à vendre une ferme de superficie deux hectares situé à Kalaa kbira bourra qui contient : 200 oliviers (ساحلى) arbres fruitiers (grenade, amande) sondage Maison Jabya *titre bleu Prix: 550 000dtPour plus de renseignements contactez nous sur : ✅téléphone☎️: 46 010 000 / 52 080 000 / 73 319 380 ✅WhatsApp: 46 010 000/ 52 080 000",550 000 DT,https://www.menzili.tn/annonce/une-ferme-de-deux-hectares-a-vendre-situee-a-kalaa-kbira-bourra-sousse-kalaakebira-139311
Une ferme de deux hectares et 1000m² à vendre située à kalaa kbira bourra,"Kalaâ Kebira, Sousse",05/02/25,"Description Agence Basma Immobilière ❤ ❤ vous propose à vendre une ferme de superficie deux hectares et 1000m² situé à Kalaa kbira bourra qui contient :  oliviers  arbres fruitiers (grenade, amande) sondage Maison titre bleu Prix: 450 000dt Pour plus de renseignements contactez nous sur : ✅téléphone☎️: 46 010 000 / 52 080 000 / 73 319 380 ✅WhatsApp: 46 010 000/ 52 080 000",450 000 DT,https://www.menzili.tn/annonce/une-ferme-de-deux-hectares-et-1000m-a-vendre-situee-a-kalaa-kbira-bourra-sousse-kalaakebira-139310
Un appartement S+1 tout neuf à vendre à AFH Mrezga 51355351,"Mrezga, Nabeul",05/02/25,Description #MS_IMMOBILIER vous propose pour la #vente cet #appartement S+1 #tout_neuf situé dans une #résidence  #gardée et #sécurisée équipée de 2 #ascenseurs à #AFH_Mrezga   Chauffage central et climatiseurs  Place parking au #soussol à 20 MD  Superficie: 74 m²  Prix : 225 MD #Négociable  Réf : AM084  Pour plus d’informations contactez-nous sur  51355351,245 000 DT,https://www.menzili.tn/annonce/un-appartement-s-1-tout-neuf-a-vendre-a-afh-mrezga-51355351-nabeul-mrezga-139309
Lot de terrain de 240 m² à Hammamet à vendre à 110 MD 51355351,"Hammamet, Nabeul",05/02/25,Description On met en #vente un superbe #terrain #clôturé avec 2 #façades  situé dans un bel #Emplacement à #Hammamet #zone #viabilisée Superficie : 240 m² Prix: 110 MD  Réf: TH045 Contactez-nous sur le 51355351,110 000 DT,https://www.menzili.tn/annonce/lot-de-terrain-de-240-m-a-hammamet-a-vendre-a-110-md-51355351-nabeul-hammamet-139308
Appartement S+1 à Ain Zaghouan Nord MAL1439,"Jardin De Carthage, Tunis",05/02/25,"Description La Croisette Immobilière Tunisie vous propose à la location un appartement S+1 situé dans une résidence gardée à Ain Zaghouan Nord.  Ce dernier est composé d'un salon donnant sur un balcon, d'une cuisine aménagée et équipée attenante à un séchoir, d’une chambre à coucher avec dressing et d'une salle d'e bain.   L'appartement est équipé du chauffage central et de climatiseurs et dispose d’une place de parking au sous-sol.   Réf : MAL1439  Whatsapp : +216 50 860 301/ +216 50 542 301  CONTACT : +216 70135335/ +216 71 980 727",1 700 DT/ Mois,https://www.menzili.tn/annonce/appartement-s-1-a-ain-zaghouan-nord-mal1439-tunis-jardindecarthage-139307
Villa,"Soliman, Nabeul",05/02/25,"Description Type : Une maison sur un terrain de 1920 m²  Superficie : 1920 m²  Emplacement : sur la route principale Soliman-Tunis  Titre bleu  Une  maison de style colonial dont le 1er étage est inachevé. Le RDC comprend une S4, cuisine équipée, SDB installée, véranda et entourée par des oliviers. L'entrée procure un sentiment agréable par son ouverture d'un côté sur la route principale Soliman-Tunis et un autre côté Montagnard panoramique.  La maison est érigée sur un terrain de 1920 m² , proche de toutes commodités , à 10mn de Soliman Plage et à 40 Km de la capitale. N’hésitez pas à nous contacter pour une éventuelle visite ainsi une prise de connaissance des différents détails. #agenceimmobiliereriahi  : 24 355 825 /  22 184 411 #achatterrain #immobilier",850 DT,https://www.menzili.tn/annonce/villa-nabeul-soliman-139306
Villa toute neuve avec piscine à Hammamet Nord à vendre 51355351,"Hammamet Nord, Nabeul",05/02/25,Description Chez notre #agence_immobiliere #MS_IMMOBILIER vous avez la #chance  d’avoir cette belle #villa S+4 de #haut_standing style  #sidibousaid  avec une #piscine  un #jardin et un #garage située à #Hammamet_Nord  Superficie totale: 350 m² Superficie bâtie : 210 m²  Superficie du garage: 40 m² Prix: 800 MD #Négociable Réf: MH114 Pour plus d’informations contactez nous sur: 51355351,800 000 DT,https://www.menzili.tn/annonce/villa-toute-neuve-avec-piscine-a-hammamet-nord-a-vendre-51355351-nabeul-hammametnord-139305
Bel appartement S+1 à vendre à AFH Mrezga 51355351,"Mrezga, Nabeul",05/02/25,Description #MS_IMMOBILIER met en #vente cet #appartement de style S+1  dans une #résidence #gardée et #sécurisée à #AFH_Mrezga  Une #terrasse avec une vue sur la route principale est disponible Superficie : 56 m² Prix: 270 MD  Réf: AM086 Pour plus d’informations contactez-nous sur 51355351,270 000 DT,https://www.menzili.tn/annonce/bel-appartement-s-1-a-vendre-a-afh-mrezga-51355351-nabeul-mrezga-139304
Appartement S+3 à La Soukra MAL0784,"La Soukra, Ariana",05/02/25,"Description La Croisette Immobilière Tunisie vous propose à la location un appartement S+3 occupant le deuxième étage d’une résidence gardée à La Soukra.  Ce dernier est composé d'un salon donnant sur un balcon, d'une cuisine aménagée et équipée attenante à un séchoir, d'une salle d'eau invités, d'une suite, de deux chambres à coucher avec dressing et une salle de bain.  L'appartement est équipé du chauffage central et de climatiseurs.   Réf : MAL0784  Whatsapp : +216 50 860 301/ +216 50 542 301  CONTACT : +216 70135335/ +216 71 980 727",1 900 DT/ Mois,https://www.menzili.tn/annonce/appartement-s-3-a-la-soukra-mal0784-ariana-lasoukra-139302
Terrain à Kélibia,"route azmour Kélibia, Kélibia, Nabeul",05/02/25,Description Je mets à la vente un terrain situé à 1.5 Km du centre ville de Kélibia. superficie : 333 m2 prix mètre carre : 270 dt Plus d'infos merci de me contacter par Tél,90 000 DT,https://www.menzili.tn/annonce/terrain-a-kelibia-nabeul-kelibia-139301
Appartement S1 jamais habité à Mahdia.,"Mahdia, Mahdia",05/02/25,Description Cet appartement de type S1 est situé à Mahdia dans un quartier chic  au deuxième étage.  La partie jour comprend un salon avec un dressing et une cuisine indépendante équipée avec des éléments de rangement qui s’ouvre sur un séchoir.  La partie nuit se compose d’une chambre à coucher et une salle de bain avec une cabine de douche.  L’appartement semi-équipé dispose également d’un prés-installation de chauffage central et de climatiseurs split. Pour plus d’informations ou pour organiser une visite GRATUITE  n’hésitez pas à nous contacter. Contact  27 905 090 / 27 606 006,400 DT,https://www.menzili.tn/annonce/appartement-s1-jamais-habite-a-mahdia-mahdia-mahdia-139300
Appartement S+2  a menzah 9c,"menzah 9c, Menzah, Ariana",05/02/25,Description Menzah 9C   #À_Louer appartement très haut standing S+2   superficie 100 m²    2 chambres à coucher avec dressing    salle de bain avec cabine de douche    place de parking sous sol disponible    cuisine équipée et agencée avec séchoir   Prix 1200 dt / mois   contacter : +216 ⁨50 179 579,1 200 DT/ Mois,https://www.menzili.tn/annonce/appartement-s-2-a-menzah-9c-ariana-menzah-139298
Appartement S1  Jamais habité à  Mahdia,"Mahdia, Mahdia",05/02/25,Description Cet appartement de type S1 est situé à Mahdia dans un quartier chic  au deuxième étage.  La partie jour comprend un salon avec un dressing et une cuisine indépendante équipée avec des éléments de rangement qui s’ouvre sur un séchoir.  La partie nuit se compose d’une chambre à coucher et une salle de bain avec une cabine de douche.  L’appartement semi-équipé dispose également d’un prés-installation de chauffage central et de climatiseurs split.  Pour plus d’informations ou pour organiser une visite GRATUITE  n’hésitez pas à nous contacter.,155 000 DT,https://www.menzili.tn/annonce/appartement-s1-jamais-habite-a-mahdia-mahdia-mahdia-139297
3 appartement a beb sadoun,"Le Bardo, Tunis",05/02/25,Description 3 appartement a vendre a beb sadoun s+3;;;;s+2;;;;s+2;;; telephonne 56102477,420 DT,https://www.menzili.tn/annonce/3-appartement-a-beb-sadoun-tunis-lebardo-139296
Duplex S5 Mrezga - Nabeul,"Hammamet, Nabeul",05/02/25,Description OLIVIER IMMO vous propose pour la vente un Duplex en S5    Superficie Bati 350 m²   Superficie terrain 400 m² avec un jardin de 80m²  Quartier calme à Mrezga coté mer  . *Au RDC on trouve  un spacieux salon lumineux ouvrant sur piscine et jardin ainsi qu’ une cuisine indépendante bien aménagée  () et  une chambre avec salle d’eau. *Au 1er étage on trouve la partie nuit qui se compose d’une suite parentale et  trois chambres à coucher avec salles d’eau un balcon  et  une salle de bain. Le chauffage central et la climatisation en Split system sont disponibles. Un abri pour voiture est disponible. Pour plus d’informations ou pour planifier une visite veuillez nous contacter dès aujourd’hui au Tel/WhatsApp 216 20 973 600,1 300 000 DT,https://www.menzili.tn/annonce/duplex-s5-mrezga-nabeul-nabeul-hammamet-139295
Duplex S5 Mrezga - Nabeul,"Hammamet, Nabeul",05/02/25,Description OLIVIER IMMO vous propose pour la vente un Duplex en S5    Superficie Bati 350 m²   Superficie terrain 400 m² avec un jardin de 80m²  Quartier calme à Mrezga coté mer  . *Au RDC on trouve  un spacieux salon lumineux ouvrant sur piscine et jardin ainsi qu’ une cuisine indépendante bien aménagée  () et  une chambre avec salle d’eau. *Au 1er étage on trouve la partie nuit qui se compose d’une suite parentale et  trois chambres à coucher avec salles d’eau un balcon  et  une salle de bain. Le chauffage central et la climatisation en Split system sont disponibles. Un abri pour voiture est disponible. Pour plus d’informations ou pour planifier une visite veuillez nous contacter dès aujourd’hui au Tel/WhatsApp 216 20 973 600,1 300 000 DT,https://www.menzili.tn/annonce/duplex-s5-mrezga-nabeul-nabeul-hammamet-139294
Appartement en Duplex S4,"Hammamet, Nabeul",05/02/25,Description OLIVIER IMMO vous propose pour la vente  Appartement en Duplex S4  Quartier résidentiel   Mrezga - Nabeul   Superficie 288m²   Titre individuel    Place parking sous sol disponible    Jardin,730 000 DT,https://www.menzili.tn/annonce/appartement-en-duplex-s4-nabeul-hammamet-139292
Terrain de 358 m² à route de tunis  Nabeul,"nabeul, Nabeul, Nabeul",05/02/25,Description OLIVIER IMMO vous propose pour la vente  Terrain de 358m²  Route Tunis - Centre ville - Nabeul   Superficie 358m²  Titre individuel   Possibilité de bâtir R2,268 500 DT,https://www.menzili.tn/annonce/terrain-de-358-m-a-route-de-tunis-nabeul-nabeul-nabeul-139291
Villa encours de construction à vendre à AFH Mrezga 51355351,"Mrezga, Nabeul",05/02/25,Description #MS_IMMOBILIER met pour la #vente une belle #villa de style S+4 bâtie sur 2 niveaux encours de #construction à #AFH_Mrezga   Toutes les chambres ainsi la suite parentale sont équipées de #dressing  Piscine barbecue  et #garage sont disponibles dans le #jardin  Document : Titre foncier Superficie du terrain: 278 m² Superficie couvert : 236 m²  Prix: 550 MD Réf : MM030 Pour plus d’informations contactez-nous sur 51355351,550 000 DT,https://www.menzili.tn/annonce/villa-encours-de-construction-a-vendre-a-afh-mrezga-51355351-nabeul-mrezga-139290
Réf : L1024 Duplex Lara,"Hammamet, Nabeul",05/02/25,"Description A louer à l’année un beau duplex lumineux et idéalement situé à Hammamet centre-ville  Pièces : Un salon-salle à manger, une cuisine moderne, une petite salle d’eau invités, une suite parentale, deux chambres à coucher avec une salle d’eau commune Chauffage central et climatisation, deux terrasses Prix : 1800 DT par mois  Pour toutes informations, veuillez nous contacter sur : Tél : +216 23513175 / +216 23092161 (WhatsApp)",1 800 DT/ Mois,https://www.menzili.tn/annonce/ref-l1024-duplex-lara-nabeul-hammamet-139289
A louer S+2 avec deux places parking sous-sol,"jardins el Aouina, L'aouina, Tunis",05/02/25,"Description A louer un appartement S+2 à Jardins l’Aouina près Ben Yaghlen, dans une résidence R+2 au 2ème étage, il se compose d’un salon avec balcon, une cuisine bien équipée avec plaque hotte et four, deux chambres à coucher dont une avec dressing plus une salle de bain. L’appartement est équipé par chauffage central, 1 climatiseur plus deux places parking sous-sol.",1 050 DT/ Mois,https://www.menzili.tn/annonce/a-louer-s-2-avec-deux-places-parking-sous-sol-tunis-laouina-139288
Un appartement s+1 vide ou meublé à la marsa,"La Marsa, Tunis",05/02/25,"Description À louer un appartement S+1 au rez-de-jardin, situé à la Cité Les Pins, La Marsa.  Cet appartement est disponible en version vide ou meublée et se compose de :  -Un salon -Une cuisine -Une chambre à coucher -Une salle de douche  Le loyer est de : 1300 DT pour un appartement meublé 1100 DT pour un appartement vide  contacter agence villa ( agence immobilière agréée) tel : 29387777 #agence #immobilier #location #maison #villa #duplex #jardin #piscine",1 100 DT/ Mois,https://www.menzili.tn/annonce/un-appartement-s-1-vide-ou-meuble-a-la-marsa-tunis-lamarsa-139287
Appartement S+1 avec jardin à vendre à AFH Mrezga 51355351,"Mrezga, Nabeul",05/02/25,Description #MS_IMMOBILIER met en #vente et #appartement  #RDC de style S+1avec un #jardin_privatif de 16 m²  dans une #résidence #gardée et #sécurisée  avec #piscine à #AFH_Mrezga  Une #terrasse de 21 m² est disponible Superficie habitable: 72 m² Prix: 250 MD  Réf: AM065 Pour plus d’informations contactez-nous sur 51355351,250 000 DT,https://www.menzili.tn/annonce/appartement-s-1-avec-jardin-a-vendre-a-afh-mrezga-51355351-nabeul-mrezga-139286
